"os_id","contribution_date","name","address","country_code","country_name","lat","lng","sector","contributor (list)","number_of_workers","parent_company","processing_type_facility_type_raw","facility_type","processing_type","product_type","is_closed"
"AL20232480NQN36","2023-08-28","Cotex Textile Shpk ","KAKAVIE NR. PASURIE 21/26 ZONA KADASTRALE 8542 GODINE 2 GJIROKASTER, 8543 Gjirokastra, Gjirokastra","AL","Albania",40.0672874,20.1045229,"Apparel","A Multi-Stakeholder Initiative","","","","","","","False"
"AL20210369MVC43","2021-02-05","COTEX TEXTILE SHPK","Rruga Nacionale Gjirokaster-Kakavie, Zona Industriale, Gjirokaster","AL","Albania",40.0672874,20.1045229,"Apparel","Worldly|Bonprix [Public List] (Bonprix August 2021 facility list)","","","","","","","False"
"AL2024337G9VESX","2024-11-25","TEXTILE SERVICE ITALIA SHPK","AUTOSTRADA TIRANE DURRES KILOMETRI 2TE TIRANA ALBANIA 1051 ALBANIA","AL","Albania",41.3631514,19.7166632,"Apparel Accessories","Capri Holdings (Capri Holdings Facility List November 2024)|Capri Holdings (Tier 1 Capri Holdings Facilities December 2024)|Capri Holdings (Tier 1 Capri Holdings Facilities December 2024)","","","Final Product Assembly","","Final Product Assembly|Final Product Assembly|Final Product Assembly","","False"
"AR2019143T9K5BD","2019-05-23","DG2 Productos Textiles SRL","Guiraldes 5651, San Martin   San Martín 1650 Buenos Aires Argentina","AR","Argentina",-34.5757521,-58.53709649999999,"Apparel","A Brand / Retailer|A Brand / Retailer|A Multi-Stakeholder Initiative|mhibanada (2019 Adidas Supplier List Tier 1 & 2)|mhibanada (2020 Adidas Supplier List Tier 1 & 2)|mhibanada (2018 Adidas Supplier List Tier 1 & 2)|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|Wikirate International e.V.|A Brand / Retailer|A Multi-Stakeholder Initiative|Fair Factories Clearinghouse (FFC Factory List Oct 2022)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Multi-Stakeholder Initiative","75","","","","","","False"
"AR2021169KPMS1Z","2021-06-18","Establecimientos Textiles Ituzaingo S.A.C.F.I.","Av. Corrientes 456, C1043 Aar, Buenos Aires","AR","Argentina",-34.6034744,-58.37324549999999,"Apparel|Material Production","ELK (ELK 2020 Tier 2-4 Facility List)|A Brand / Retailer|A Brand / Retailer|ELK (ELK Facility List October 2022)","","","Textile or Material Production|Mill","Textile or Material Production|Textile or Material Production","Textile or Material Production|Mill","Yarn","False"
"AR2022286FQGVPG","2022-10-13","ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.","AV. CORRIENTES 456 13° P.  OF. 131/32","AR","Argentina",-34.60403,-58.4108635,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"DE2019083WHP8P1","2019-03-24","b & l textile trading GmbH","Giether Sraße, 2 - 6 47877  Willich Nrth Rhine Westfalia","DE","Germany",51.2608122,6.5075709,"Apparel","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer","","","","","","","False"
"DE20230748NWASQ","2023-03-15","ETTLIN Smart Textiles GmbH","Pforzheimer Str. 202","DE","Germany",48.930119,8.447256,"Apparel|Plastics|Textiles|Unspecified","Marimekko Corporation (Marimekko Facility List May 2023)|Marimekko Corporation (Marimekko Facility List 2023)|Ecocert [Public List] (Ecocert [Germany] Facility List 3 - Sept 2024)|An Auditor / Certification Scheme / Service Provider|Marimekko Corporation (Marimekko's facility list April 2024)","100|100","","Trader| Office / HQ","","Office HQ|Trader","Fabrics|Fabrics","False"
"DE2023272XJA08W","2023-09-29","GtA - Gesellschaft für textile Ausrüstung mbH","Im Riegel 36","DE","Germany",48.76063629999999,10.2993058,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"DE20232481KK3BK","2023-08-28","Hochgrat Textile GmbH","Kemptener Str. 17, 88138 Hergensweiler, Europe","DE","Germany",47.5556056,9.704507699999999,"Apparel|Unspecified","A Multi-Stakeholder Initiative|ORTOVOX Sportartikel GmbH (ORTOVOX Sportartikel GmbH - Supplier List 2022-2023)|Fair Wear Foundation (Fair Wear Feb 2024)","0-25","Hochgrat Textil GmbH - Indicap","Cut & Sew","Final Product Assembly","Cut & Sew|Cut & Sew","","False"
"DE2023062664ZX4","2023-03-03","“LE Textile” GmbH","Wincheroder Weg 2","DE","Germany",50.8548475,9.3571546,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"DE20191769EJ04G","2019-06-25","Lev Textiles Gmbh","Berner Weg, 39 Lörrach Baden-Wurttemberg 79639","DE","Germany",47.6241399,7.655287200000001,"Apparel","A Multi-Stakeholder Initiative|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer","","","","","","","False"
"DE2021322CY7H90","2021-11-18","PENN TEXTILE SOLUTION GMBH","An der Talle 20","DE","Germany",51.7469693,8.750933,"Apparel|Textiles|Unspecified","A Multi-Stakeholder Initiative|A Civil Society Organization|Partnership for Sustainable Textiles (PST) (PST Aug 2025 - H-P)|A Civil Society Organization|A Civil Society Organization|A Brand / Retailer|A Brand / Retailer|Worldly|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|OEKO-TEX ® (STeP by OEKO-TEX® certified facilities per 20 April 2022)|Calzedonia group (Database Calzedonia Group June 2022)|ORTOVOX Sportartikel GmbH (ORTOVOX Sportartikel GmbH - Supplier List 2024)|Textination [Public List] (Textination Business Directory as of March 2025)","105","Penn Textile Solutions","Dyeing","","Dyeing","Textile","False"
"DE2023062X3Z9YY","2023-03-03","Protex new advanced textiles GmbH","Am Bahnhof 5-7","DE","Germany",53.8353838,9.9662971,"Apparel|Plastics|Textiles","Ecocert [Public List] (Ecocert [Germany] Facility List 3 - Sept 2024)|An Auditor / Certification Scheme / Service Provider","","","Trader| Office / HQ","","Office HQ|Trader","","False"
"DE202113826SZ60","2021-05-18","Schmitz Textiles","Hansestraße 87, Emsdetten, 48282","DE","Germany",52.1722348,7.548156,"Apparel","A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative","","","","","","","False"
"DE20251206T78Z3","2025-04-29","Setex Schermuly Textile Computer GmbH","Hauptstr. 23 - 25, 35794 Mengerskirchen","DE","Germany",50.561051,8.1530296,"Manufacturing|Textiles","Textination [Public List] (Textination Business Directory as of March 2025)","","","","","","","False"
"DE20213140H057K","2021-11-10","Shindo Textile Europe Gmbh","Dreher Str. 25, Remschied","DE","Germany",51.22102169999999,7.224893799999999,"Apparel|Textiles","A Multi-Stakeholder Initiative|A Civil Society Organization|A Civil Society Organization|Partnership for Sustainable Textiles (PST) (PST Aug 2025 - Q-Z)|A Civil Society Organization|A Civil Society Organization|A Brand / Retailer|A Brand / Retailer|Fendi [Public List] (Fendi 2021 facility list)|A Brand / Retailer|Fendi [Public List] (Fendi 2021 Processing Facility List)|A Brand / Retailer|A Brand / Retailer|A Multi-Stakeholder Initiative|HUGO BOSS (HUGO BOSS Supplier List Tier 2)","0-200","Shindo","","","","Fabrics|Trimmings","False"
"DE2024023RR1SGG","2024-01-23","Standard Textile GmbH","Bachstr. 2","DE","Germany",48.6837706,9.2768117,"Apparel|Plastics|Textiles","Ecocert [Public List] (Ecocert [Germany] Facility List 3 - Sept 2024)|An Auditor / Certification Scheme / Service Provider","","","Trader| Office / HQ","","Office HQ|Trader","","False"
"DE2022140XJR22Z","2022-05-20","STS Textiles GmbH & Co. KG","Muldenberger Straße 4, 08223 Grünbach","DE","Germany",50.4435326,12.3635275,"Apparel|Unspecified","OEKO-TEX ® (STeP by OEKO-TEX® certified facilities per 20 April 2022)|A Brand / Retailer","","","","","","","False"
"DE2023067SPFVJ8","2023-03-08","Textile Dyehouse GmbH","Wittensteinstrasse 37","DE","Germany",51.2598657,7.170634400000001,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"DE2023153S0DY63","2023-06-02","Textilekonzepte GmbH","Eiffestraße 422-424","DE","Germany",53.5520118,10.0449366,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"DE2024302KEA7KV","2024-10-28","Transtextile Factory","Pommernstrasse 11-13, 83395 Freilassing, 83395, Freilassing","DE","Germany",47.8525696,12.9644563,"Textiles|Unspecified","A Multi-Stakeholder Initiative|A Civil Society Organization|A Civil Society Organization|Partnership for Sustainable Textiles (PST) (PST Aug 2025 - Q-Z)|A Civil Society Organization|A Civil Society Organization|ORTOVOX Sportartikel GmbH (ORTOVOX Sportartikel GmbH - Supplier List 2024)","100","Trans-Textil","Coating","","Coating","Textile","False"
"DE2019143FKWHYA","2019-05-23","Willy Maisel GmbH - World of Textiles","Münchberger Straße 46   Konradsreuth 95176 Freistaat Bayern Germany","DE","Germany",50.26580999999999,11.8401,"Apparel|Textiles|Unspecified","A Multi-Stakeholder Initiative|A Civil Society Organization|A Civil Society Organization|Partnership for Sustainable Textiles (PST) (PST Aug 2025 - Q-Z)|adidas (OSHub-Data-Template-adidas-Primary-Jul 2025)|A Civil Society Organization|A Civil Society Organization|A Brand / Retailer|adidas (adidas-Primary Suppliers-Jul 2024)|A Brand / Retailer|A Multi-Stakeholder Initiative|mhibanada (2019 Adidas Supplier List Tier 1 & 2)|mhibanada (2020 Adidas Supplier List Tier 1 & 2)|mhibanada (2018 Adidas Supplier List Tier 1 & 2)|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Brand / Retailer|An Auditor / Certification Scheme / Service Provider|Wikirate International e.V.|A Civil Society Organization|A Brand / Retailer|A Brand / Retailer|adidas (adidas_Primary Suppliers_July 2023)|A Multi-Stakeholder Initiative|A Brand / Retailer|A Brand / Retailer|adidas (adidas-Primary Suppliers-Feb 2025)|A Civil Society Organization|The Walt Disney Company (The Walt Disney Company Facility List 2024)","141|181|181|181","","Final Product Assembly","Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly","Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly","","False"
"DE20230628GNJ4V","2023-03-03","Windel Textile Far East Deutschland GmbH","Otto-Hahn-Str 2","DE","Germany",51.165691,10.451526,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"DE2021077BTJRW7","2021-03-18","World of Textiles","World of Textiles 25/46 Muenchberger Str., Konradsreuth, Bayern, 95176","DE","Germany",50.2667637,11.8422622,"Apparel","mhibanada (2014 World Cup Adidas Supplier List)","","","","","","","False"
"BD2025234QKXNQB","2025-08-10","3S TEXTILE LTD","38, JL-153 P.O NATIONAL UNIVERSITY, BOARD BAZAR, GAZIPUR","BD","Bangladesh",23.9504063,90.38013199999999,"Apparel","Bangladesh Knitwear Manufacturers and Exporters Association (BKMEA) (BKMEA Member Factories Operational August 2025)","","","","","","","False"
"BD2025137C1FFV0","2025-05-16","786, Garments Textiles","House No-10, Road No- 1/B, Sector No- 09, Uttara, Dhaka.","BD","Bangladesh",23.8641801,90.39166519999999,"Home Textiles|Textiles|Toys","Bangladesh Handicrafts Manufacturers and Exporters Association (BANGLACRAFT) [Public List] (BANGLACRAFT Exporters List 2022)","","","Raw Material Processing|Material Manufacturing","","Material Manufacturing|Raw Material Processing","Jute Handicrafts","False"
"BD2024174S58KXG","2024-06-20","AApon Textile Mills","Masumabad, Rupgonj, Vulta, Narayanganj.","BD","Bangladesh",23.8054329,90.55296659999999,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills association (BTMA) - Associate Fabric Manufacturing Weaving Mill Production Locations List 2022-23)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","","False"
"BD2024174X32286","2024-06-20","A & A Textile Int Mills","Word No. 21, Mirergaon, Kalotia, Gazipur Sadar, Gazipur.","BD","Bangladesh",23.9999322,90.4202176,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving|Fabric Mill|Weaving","","False"
"BD20241748PES54","2024-06-20","Abacus Textile Limited","Atpicka, Balu Sheiur, Narsingdi Sadar, Narsingdi.","BD","Bangladesh",23.9191087,90.717721,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills association (BTMA) - Associate Fabric Manufacturing Weaving Mill Production Locations List 2022-23)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","","False"
"BD2024290AHZ0M7","2024-10-13","Abdul Aziz Textile Mills Ltd.","Narayanganj Sadar, Narayanganj, Dhaka","BD","Bangladesh",23.6237724,90.5001616,"Textiles","Open Supply Hub Research Team [Public Data] (October 13 2024 - LIMA 10)","101-200","","","","","Loom|Weaving","False"
"BD2024290PY3Y4J","2024-10-13","Abdullah Al Amin Textile Mills (M/S)","Shahjadpur, Sirajganj, Rajshahi","BD","Bangladesh",24.1746142,89.5957281,"Textiles","Open Supply Hub Research Team [Public Data] (October 13 2024 - LIMA 10)","5-30","","","","","Loom|Weaving","False"
"BD20241747GGVKF","2024-06-20","Abdullah Textile Mills Ltd.","Dhighi Borabo, Tarabo, Rupgonj, Narayangonj.","BD","Bangladesh",23.7296761,90.5234193,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving|Fabric Mill|Weaving","","False"
"BD20222984QTJ39","2022-10-25","Abedins Textile Mills Ltd.","02, Khalita khali, ( Karnapara ), Savar, Dhaka.","BD","Bangladesh",23.8261662,90.2559216,"Government Registry|Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Yarn Manufacturing Spinning Mills Member list 2022-23 Production Locations List)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) - Yarn Manufacturing Spinning Mills Member list 2022-23 Production Locations List)|Bangladesh Industrial Import Registration Certificate (IRC) [Public List] (Bangladesh Industrial IRC Facility List August 2022)","","","Yarn spinning","","Yarn spinning|Yarn spinning","Textile","False"
"BD20222982S5B2C","2022-10-25","ABED TEXTILE PROCESSING MILLS LTD.","Ghoradia, Narsingdi Sadar, Narsingdi","BD","Bangladesh",23.9362971,90.7324919,"Government Registry|Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills association (BTMA) - Associate Fabric Manufacturing Weaving Mill Production Locations List 2022-23)|Bangladesh Industrial Import Registration Certificate (IRC) [Public List] (Bangladesh Industrial IRC Facility List August 2022)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","Textile","False"
"BD2024186N9GN44","2024-07-02","Abid Textile","Vogirothpur, Nowpara, Madhabdi, Narsingdi.","BD","Bangladesh",23.8581648,90.6688698,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","","False"
"BD2024174A4Q3Z1","2024-06-20","Abid Textile Mills","Digi Barabo, Jatramura, Rupgonj, Narayangonj.","BD","Bangladesh",23.719283,90.5175125,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills association (BTMA) - Associate Fabric Manufacturing Weaving Mill Production Locations List 2022-23)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","","False"
"BD2024281WXFRMD","2024-10-03","Abir Kniting Textile and Garments Ind. Ltd.","Narayanganj Sadar, Narayanganj, Dhaka","BD","Bangladesh",23.6237724,90.5001616,"Manufacturing","Open Supply Hub Research Team [Public Data] (October 3 2024 - LIMA 7)","5-30","","","","","","False"
"BD2025234ZP0QAE","2025-08-10","ABIR KNITTING TEXTILE & GARMENTS INDUSTRIES (PVT) LTD","141, GODNAIL ROAD (MIRPARA), NARAYANGANJ","BD","Bangladesh",23.6563629,90.5170763,"Apparel","Bangladesh Knitwear Manufacturers and Exporters Association (BKMEA) (BKMEA Member Factories Operational August 2025)","","","","","","","False"
"BD2025073MEZ9VY","2025-03-14","Aboni Textiles Limited","2-B/1, Darussalam Road, Mirpur, Dhaka-116","BD","Bangladesh",23.7974583,90.3530226,"Apparel|Textiles","Bangladesh Export Promotion Bureau [Public List]","","","","","","","False"
"BD202418496KK4M","2024-07-02","Aboni Textiles Ltd.","Plot # 169-171, Union-Tetulzhora, Hemayetpur, Savar, Dhaka","BD","Bangladesh",23.8009923,90.2614174,"Apparel|Textiles|Unspecified","Bangladesh Knitwear Manufacturers and Exporters Association (BKMEA) (BKMEA Member Factories Operational August 2025)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) - Textile Product Processing 2022-23 Production Locations List)|MANGO  (Mango Factory List 2024)|Bangladesh Export Promotion Bureau [Public List]","928|501-1000","Babylon Group","Knit Dyeing|Knitting, Dyeing","Printing, Product Dyeing and Laundering|Textile or Material Production","Dyeing|Knitting|Knit Dyeing"," T-Shirt|Shirt| Polo shirt| Pant| Vest| Payjama| Short| Dresses| Tank-Top ","False"
"BD2022332512R6T","2022-11-28","Aboni Textiles Ltd.","Plot# 265-267, Kandi Baliarpur, Horin Dhara, Union-Tetulzhora, Hemayetpur, Savar,","BD","Bangladesh",23.7898553,90.25026969999999,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","False"
"BD2024174CW30TZ","2024-06-20","Abrar Textile Mills.","Dighi Barabo, Tarabo, Rupgonj, Narayangonj.","BD","Bangladesh",23.7222893,90.5080634,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills association (BTMA) - Associate Fabric Manufacturing Weaving Mill Production Locations List 2022-23)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","","False"
"BD2024174KGDKXT","2024-06-20","AB Textile Mills (BD.) Ltd.","Nagar Baniady, Abdullah Bazar, Madhabdi, Narsingdi","BD","Bangladesh",23.863672,90.68026979999999,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving|Fabric Mill|Weaving","","False"
"BD2022298NA04FH","2022-10-25","AB Textile Mills Ltd.","Maona Sreepur, Gazipur","BD","Bangladesh",24.2206888,90.41227169999999,"Government Registry|Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)|Bangladesh Industrial Import Registration Certificate (IRC) [Public List] (Bangladesh Industrial IRC Facility List August 2022)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving|Fabric Mill|Weaving","Textile","False"
"BD20241743QQ4EX","2024-06-20","Abul Hashem Textile Mills.","East Delpara, Kutubpur, Fatullah, Narayanganj-1421","BD","Bangladesh",23.6655364,90.48186659999999,"Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills association (BTMA) - Associate Fabric Manufacturing Weaving Mill Production Locations List 2022-23)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving","","False"
"BD2022298HFKSFT","2022-10-25","ACROPETAL TEXTILE","Pachrukhi, Sonpara, Araihazar, Narayanganj","BD","Bangladesh",23.8454438,90.5928111,"Government Registry|Textiles","Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)|Bangladesh Industrial Import Registration Certificate (IRC) [Public List] (Bangladesh Industrial IRC Facility List August 2022)|Bangladesh Textile Mills association (BTMA) [Public List] (Bangladesh Textile Mills Association (BTMA) Fabric Weaving Mill (General Member list) - 2022-23 Production Locations List)","","","Fabric Mill, Weaving","","Fabric Mill|Weaving|Fabric Mill|Weaving","Textile","False"
"BD2021337FH4VRF","2021-12-03","ACS Textiles (Bangladesh) Ltd.","Tetlabo, Barpa, Rupgonj, Narayangonj, Narayanganj, Dhaka, Rupgonj","BD","Bangladesh",23.7547504,90.5459576,"Apparel|General Merchandise|Government Registry|Home|Home Textiles|Textiles|Unspecified","A Brand / Retailer|A Brand / Retailer|International Accord Foundation (International Accord signatory Covered supplier list for Bangladesh May 2024)|International Accord Foundation (International Accord signatory Covered supplier list for Bangladesh May 2024)|A Brand / Retailer|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|ZDHC Foundation|A Brand / Retailer|Gymshark (GYMSHARK FACILITY LIST MARCH 2022)|A Multi-Stakeholder Initiative|OEKO-TEX ® (STeP by OEKO-TEX® certified facilities per 20 April 2022)|A Brand / Retailer|International Accord Foundation (International Accord Factory List October 2022)|Bangladesh Industrial Import Registration Certificate (IRC) [Public List] (Bangladesh Industrial IRC Facility List August 2022)|An Auditor / Certification Scheme / Service Provider|A Brand / Retailer|An Auditor / Certification Scheme / Service Provider|RISE (RISE HERessentials 2022 Completed)|RISE (RISE HERfinance 2021 Completed)|A Brand / Retailer|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 1)|Sainsbury's (J Sainsbury's General Merchandise and Clothing Supplier List)|Wikirate International e.V. (2018 Apparel Suppliers on Wikirate part 1)|David Jones [Public List] (David Jones July 2023 Facility List)|International Accord Foundation (International Accord signatory Covered supplier list for Bangladesh May 2024)|International Accord Foundation (International Accord signatory Covered supplier list for Bangladesh May 2024)|A Brand / Retailer|A Brand / Retailer|Cotton Egypt Association [Public List] (Accredited Egyptian Cotton Manufacturers as of May 2025)","5665|4335|4944|3794|4335|501|4335|501|4300|4335|4000|4365","ACS Textiles (Bangladesh) Ltd","Tier 1|Factory|Final Product Assembly|Weaving","Final Product Assembly","Final Product Assembly|Weaving","Accessories|Textile|RMG|RMG|Ready Made Garment|Ready Made Garment|Cotton","False"
"BD20242610PK9T3","2021-11-05","ACS TEXTILES (BANGLADESH) LTD","PLOT NO. 1-D, ROAD NO 10, BLOCK-K, BARIDHARA, 1212, DHAKA","BD","Bangladesh",23.8061987,90.4198708,"Apparel|Home Textiles","Ellos Group [Public List] (Ellos Group June 2023 Supplier List)|Ellos Group [Public List] (Ellos Group April 2021 facility list)|Ellos Group [Public List] (Ellos Group April 2024 Facility List)","5533","ACS TEXTILES (BANGLADESH)","Finished Goods","","Finished Goods","","False"
